political,missing_multiplier,time_multiplier,target_multiplier,county_shared,exclude_flagged,year,winner,measure,p05,median,p95,fixed_population
winner_step,1.0,1.0,1.0,False,False,2032,Harris,operating_host_residents_millions,68.48203635,71.50438550000001,74.22427545,81424822.0
winner_step,1.0,1.0,1.0,False,False,2032,Harris,operating_project_count,113.0,122.0,129.0,81424822.0
winner_step,1.0,1.0,1.0,False,False,2032,Harris,operating_gw_per_listed_proposal,0.012194407373483528,0.056983655458456836,0.13885397667687366,81424822.0
winner_step,1.0,1.0,1.0,False,False,2032,Trump/Harris,intensity_ratio,3.276012405676592,4.38514755838948,5.776577508087191,
winner_step,1.0,1.0,1.0,False,False,2034,Trump,operating_gw,136.11444499223114,177.1359589247486,217.2830278103995,39252529.0
winner_step,1.0,1.0,1.0,False,False,2034,Trump,mw_per_1000_fixed_host_population,3.46766051665693,4.512727292673261,5.535516649396005,39252529.0
winner_step,1.0,1.0,1.0,False,False,2034,Trump,mw_per_1000_operating_host_population,4.249193134130959,5.316565809039294,6.487014937492147,39252529.0
winner_step,1.0,1.0,1.0,False,False,2034,Trump,operating_host_residents_millions,29.51748315,33.187423,36.433227,39252529.0
winner_step,1.0,1.0,1.0,False,False,2034,Trump,operating_project_count,212.0,236.0,254.0,39252529.0
winner_step,1.0,1.0,1.0,False,False,2034,Trump,operating_gw_per_listed_proposal,0.23110243381430903,0.44294921953170074,0.6828540053463422,39252529.0
winner_step,1.0,1.0,1.0,False,False,2034,Harris,operating_gw,58.998221965714784,74.92000334943543,94.58017515635761,81424822.0
winner_step,1.0,1.0,1.0,False,False,2034,Harris,mw_per_1000_fixed_host_population,0.724572931405546,0.9201125837209125,1.1615644079192162,81424822.0
winner_step,1.0,1.0,1.0,False,False,2034,Harris,mw_per_1000_operating_host_population,0.8222134343067581,1.040264053514293,1.3129610469253932,81424822.0
winner_step,1.0,1.0,1.0,False,False,2034,Harris,operating_host_residents_millions,69.2717718,72.0031125,74.70736649999999,81424822.0
winner_step,1.0,1.0,1.0,False,False,2034,Harris,operating_project_count,116.0,124.0,131.0,81424822.0
winner_step,1.0,1.0,1.0,False,False,2034,Harris,operating_gw_per_listed_proposal,0.024583129959697966,0.08391497314649003,0.18013601737584586,81424822.0
winner_step,1.0,1.0,1.0,False,False,2034,Trump/Harris,intensity_ratio,3.7029739869340705,4.862155111887776,6.298426402694702,
winner_step,1.0,1.0,1.0,False,False,2036,Trump,operating_gw,156.71072787204162,195.0648663001067,231.83205270733217,39252529.0
winner_step,1.0,1.0,1.0,False,False,2036,Trump,mw_per_1000_fixed_host_population,3.992372768441025,4.9694853113822735,5.906168560688973,39252529.0
winner_step,1.0,1.0,1.0,False,False,2036,Trump,mw_per_1000_operating_host_population,4.8020275479844,5.803179824747708,6.916248053511252,39252529.0
winner_step,1.0,1.0,1.0,False,False,2036,Trump,operating_host_residents_millions,29.892590050000003,33.6962405,36.6512562,39252529.0
winner_step,1.0,1.0,1.0,False,False,2036,Trump,operating_project_count,216.0,240.0,256.0,39252529.0
winner_step,1.0,1.0,1.0,False,False,2036,Trump,operating_gw_per_listed_proposal,0.3144867807767872,0.5447877247709909,0.7771397304121562,39252529.0
winner_step,1.0,1.0,1.0,False,False,2036,Harris,operating_gw,61.91277367902833,77.65917665713044,97.2699659077715,81424822.0
winner_step,1.0,1.0,1.0,False,False,2036,Harris,mw_per_1000_fixed_host_population,0.7603673199190822,0.9537531031646647,1.1945984469916495,81424822.0
winner_step,1.0,1.0,1.0,False,False,2036,Harris,mw_per_1000_operating_host_population,0.8622614372956015,1.077135881421483,1.348160776990702,81424822.0
winner_step,1.0,1.0,1.0,False,False,2036,Harris,operating_host_residents_millions,69.4504092,72.18879,74.85399255,81424822.0
winner_step,1.0,1.0,1.0,False,False,2036,Harris,operating_project_count,117.0,125.0,131.0,81424822.0
winner_step,1.0,1.0,1.0,False,False,2036,Harris,operating_gw_per_listed_proposal,0.031728908915389,0.09924916527523772,0.2031310320142479,81424822.0
winner_step,1.0,1.0,1.0,False,False,2036,Trump/Harris,intensity_ratio,3.9937373139279426,5.177786276669458,6.643089183385984,
proportional,0.5,1.0,1.0,False,False,2026,Trump,operating_gw,16.861397184578927,21.66805705347115,28.26647339091402,39252529.0
proportional,0.5,1.0,1.0,False,False,2026,Trump,mw_per_1000_fixed_host_population,0.429562059162581,0.5520168408377242,0.7201185276728032,39252529.0
proportional,0.5,1.0,1.0,False,False,2026,Trump,mw_per_1000_operating_host_population,1.107091831605124,1.4226892770541633,1.8559305291725718,39252529.0
proportional,0.5,1.0,1.0,False,False,2026,Trump,operating_host_residents_millions,15.230351,15.230351,15.230351,39252529.0
proportional,0.5,1.0,1.0,False,False,2026,Trump,operating_project_count,64.0,64.0,64.0,39252529.0
proportional,0.5,1.0,1.0,False,False,2026,Trump,operating_gw_per_listed_proposal,0.0,0.0,0.0,39252529.0
proportional,0.5,1.0,1.0,False,False,2026,Harris,operating_gw,13.76159246728002,19.2916253695293,26.498845692840124,81424822.0
proportional,0.5,1.0,1.0,False,False,2026,Harris,mw_per_1000_fixed_host_population,0.16900979491585524,0.2369256069055859,0.3254394058465382,81424822.0
proportional,0.5,1.0,1.0,False,False,2026,Harris,mw_per_1000_operating_host_population,0.2739864930589696,0.38408671038414277,0.5275788989358913,81424822.0
proportional,0.5,1.0,1.0,False,False,2026,Harris,operating_host_residents_millions,50.227266,50.227266,50.227266,81424822.0
proportional,0.5,1.0,1.0,False,False,2026,Harris,operating_project_count,60.0,60.0,60.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2026,Harris,operating_gw_per_listed_proposal,0.0,0.0,0.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2026,Trump/Harris,intensity_ratio,1.620146042735931,2.341820633755239,3.473262755846474,
proportional,0.5,1.0,1.0,False,False,2028,Trump,operating_gw,26.770571413911128,38.00264129166928,55.14442980163883,39252529.0
proportional,0.5,1.0,1.0,False,False,2028,Trump,mw_per_1000_fixed_host_population,0.6820088309191779,0.9681577788699751,1.4048631058049492,39252529.0
proportional,0.5,1.0,1.0,False,False,2028,Trump,mw_per_1000_operating_host_population,1.4342429895078228,1.8613947437709313,2.3723969763389303,39252529.0
proportional,0.5,1.0,1.0,False,False,2028,Trump,operating_host_residents_millions,17.07058965,20.5174965,25.0292104,39252529.0
proportional,0.5,1.0,1.0,False,False,2028,Trump,operating_project_count,87.0,119.0,159.0,39252529.0
proportional,0.5,1.0,1.0,False,False,2028,Trump,operating_gw_per_listed_proposal,0.0,0.006542409293547244,0.04191389467905157,39252529.0
proportional,0.5,1.0,1.0,False,False,2028,Harris,operating_gw,18.831446013525063,25.9160135329735,35.14791040604267,81424822.0
proportional,0.5,1.0,1.0,False,False,2028,Harris,mw_per_1000_fixed_host_population,0.2312740212502407,0.31828148832764425,0.4316608810768129,81424822.0
proportional,0.5,1.0,1.0,False,False,2028,Harris,mw_per_1000_operating_host_population,0.3241110451299808,0.43137157459546493,0.5649443454331159,81424822.0
proportional,0.5,1.0,1.0,False,False,2028,Harris,operating_host_residents_millions,53.8429194,60.1250215,66.7988752,81424822.0
proportional,0.5,1.0,1.0,False,False,2028,Harris,operating_project_count,70.0,86.0,104.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2028,Harris,operating_gw_per_listed_proposal,0.0,0.0007553779880619244,0.016837506028188825,81424822.0
proportional,0.5,1.0,1.0,False,False,2028,Trump/Harris,intensity_ratio,2.1520959513724724,3.0698094551010278,4.278927510479338,
proportional,0.5,1.0,1.0,False,False,2030,Trump,operating_gw,53.40905377028891,78.76153957830931,110.2004551956316,39252529.0
proportional,0.5,1.0,1.0,False,False,2030,Trump,mw_per_1000_fixed_host_population,1.3606525523562798,2.006534141489566,2.8074740151298685,39252529.0
proportional,0.5,1.0,1.0,False,False,2030,Trump,mw_per_1000_operating_host_population,2.1302288769557816,2.7978575137017434,3.6484258416035953,39252529.0
proportional,0.5,1.0,1.0,False,False,2030,Trump,operating_host_residents_millions,24.001955900000002,27.977835,32.4377368,39252529.0
proportional,0.5,1.0,1.0,False,False,2030,Trump,operating_project_count,159.0,194.0,222.04999999999973,39252529.0
proportional,0.5,1.0,1.0,False,False,2030,Trump,operating_gw_per_listed_proposal,0.025993770339512213,0.0991078293789004,0.23075461678750137,39252529.0
proportional,0.5,1.0,1.0,False,False,2030,Harris,operating_gw,28.22684113549363,38.57096127097357,50.386499992475784,81424822.0
proportional,0.5,1.0,1.0,False,False,2030,Harris,mw_per_1000_fixed_host_population,0.34666137968952065,0.4737002835692238,0.6188100723447181,81424822.0
proportional,0.5,1.0,1.0,False,False,2030,Harris,mw_per_1000_operating_host_population,0.4205841394652871,0.5494999041865154,0.7040494016772683,81424822.0
proportional,0.5,1.0,1.0,False,False,2030,Harris,operating_host_residents_millions,65.15012755000001,70.14373599999999,73.98828465,81424822.0
proportional,0.5,1.0,1.0,False,False,2030,Harris,operating_project_count,102.0,117.0,128.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2030,Harris,operating_gw_per_listed_proposal,0.004761294456384112,0.034799615007978874,0.09777789054524423,81424822.0
proportional,0.5,1.0,1.0,False,False,2030,Trump/Harris,intensity_ratio,3.1820750117464627,4.2509164355742595,5.454703144244158,
proportional,0.5,1.0,1.0,False,False,2032,Trump,operating_gw,81.60808810430126,113.9449947265,147.28841196248806,39252529.0
proportional,0.5,1.0,1.0,False,False,2032,Trump,mw_per_1000_fixed_host_population,2.079052998197932,2.9028701495004308,3.752329231130255,39252529.0
proportional,0.5,1.0,1.0,False,False,2032,Trump,mw_per_1000_operating_host_population,2.838463609972112,3.6887383291076574,4.658238930725907,39252529.0
proportional,0.5,1.0,1.0,False,False,2032,Trump,operating_host_residents_millions,27.29612135,30.663486,34.4321468,39252529.0
proportional,0.5,1.0,1.0,False,False,2032,Trump,operating_project_count,193.0,220.0,240.0,39252529.0
proportional,0.5,1.0,1.0,False,False,2032,Trump,operating_gw_per_listed_proposal,0.09700488029432754,0.23183431699880364,0.41377722942678896,39252529.0
proportional,0.5,1.0,1.0,False,False,2032,Harris,operating_gw,36.82996633448105,47.57124495221531,59.0634696456474,81424822.0
proportional,0.5,1.0,1.0,False,False,2032,Harris,mw_per_1000_fixed_host_population,0.4523186594682524,0.5842351728102677,0.7253742556004288,81424822.0
proportional,0.5,1.0,1.0,False,False,2032,Harris,mw_per_1000_operating_host_population,0.518913526953731,0.6551909710915229,0.8098989880569855,81424822.0
proportional,0.5,1.0,1.0,False,False,2032,Harris,operating_host_residents_millions,69.0870961,72.4910665,75.53622895000001,81424822.0
proportional,0.5,1.0,1.0,False,False,2032,Harris,operating_project_count,116.0,126.0,134.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2032,Harris,operating_gw_per_listed_proposal,0.026491339019403842,0.08415297878343293,0.1761132662959422,81424822.0
proportional,0.5,1.0,1.0,False,False,2032,Trump/Harris,intensity_ratio,3.881472296775852,4.960005081921459,6.219301724802815,
proportional,0.5,1.0,1.0,False,False,2034,Trump,operating_gw,105.87095449343511,137.71862299099467,167.10779101690724,39252529.0
proportional,0.5,1.0,1.0,False,False,2034,Trump,mw_per_1000_fixed_host_population,2.69717537164128,3.508528660433438,4.257249030168406,39252529.0
proportional,0.5,1.0,1.0,False,False,2034,Trump,mw_per_1000_operating_host_population,3.450659623125128,4.3156564864514735,5.206149027720397,39252529.0
proportional,0.5,1.0,1.0,False,False,2034,Trump,operating_host_residents_millions,28.493056799999998,31.6250485,35.136278399999995,39252529.0
proportional,0.5,1.0,1.0,False,False,2034,Trump,operating_project_count,207.0,229.0,245.0,39252529.0
proportional,0.5,1.0,1.0,False,False,2034,Trump,operating_gw_per_listed_proposal,0.17624972898335375,0.3465883468332399,0.5367751841032466,39252529.0
proportional,0.5,1.0,1.0,False,False,2034,Harris,operating_gw,42.47272219248247,52.3389607957273,63.180956326098844,81424822.0
proportional,0.5,1.0,1.0,False,False,2034,Harris,mw_per_1000_fixed_host_population,0.5216188522031092,0.6427887652702181,0.7759422099332172,81424822.0
proportional,0.5,1.0,1.0,False,False,2034,Harris,mw_per_1000_operating_host_population,0.585231772121107,0.7151402313425392,0.8609893198329603,81424822.0
proportional,0.5,1.0,1.0,False,False,2034,Harris,operating_host_residents_millions,69.9965354,73.1312515,76.05041159999999,81424822.0
proportional,0.5,1.0,1.0,False,False,2034,Harris,operating_project_count,120.0,128.0,136.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2034,Harris,operating_gw_per_listed_proposal,0.04720547059790121,0.12201792695672453,0.22281065405781103,81424822.0
proportional,0.5,1.0,1.0,False,False,2034,Trump/Harris,intensity_ratio,4.310434748469156,5.408395985517515,6.727975047943687,
proportional,0.5,1.0,1.0,False,False,2036,Trump,operating_gw,122.38894920134892,151.46652434628245,177.85210331304873,39252529.0
proportional,0.5,1.0,1.0,False,False,2036,Trump,mw_per_1000_fixed_host_population,3.1179888868141195,3.8587710959026995,4.530971834019885,39252529.0
proportional,0.5,1.0,1.0,False,False,2036,Trump,mw_per_1000_operating_host_population,3.9066387883426095,4.711819645840264,5.523924263952913,39252529.0
proportional,0.5,1.0,1.0,False,False,2036,Trump,operating_host_residents_millions,28.8170482,31.9642075,35.3299533,39252529.0
proportional,0.5,1.0,1.0,False,False,2036,Trump,operating_project_count,210.0,232.0,247.0,39252529.0
proportional,0.5,1.0,1.0,False,False,2036,Trump,operating_gw_per_listed_proposal,0.23743735474253663,0.4251415595556445,0.6058738328638326,39252529.0
proportional,0.5,1.0,1.0,False,False,2036,Harris,operating_gw,45.15340654824576,54.56570465193796,65.02466404587211,81424822.0
proportional,0.5,1.0,1.0,False,False,2036,Harris,mw_per_1000_fixed_host_population,0.5545410531968463,0.670136001672045,0.7985852771759466,81424822.0
proportional,0.5,1.0,1.0,False,False,2036,Harris,mw_per_1000_operating_host_population,0.6206973464630855,0.7430235155283693,0.8849859341858441,81424822.0
proportional,0.5,1.0,1.0,False,False,2036,Harris,operating_host_residents_millions,70.3171985,73.3601385,76.23700439999999,81424822.0
proportional,0.5,1.0,1.0,False,False,2036,Harris,operating_project_count,121.0,129.0,137.0,81424822.0
proportional,0.5,1.0,1.0,False,False,2036,Harris,operating_gw_per_listed_proposal,0.062212892768985846,0.1441298707145236,0.245456408833199,81424822.0
proportional,0.5,1.0,1.0,False,False,2036,Trump/Harris,intensity_ratio,4.615113690205235,5.718767977019695,7.036707616303388,
proportional,2.0,1.0,1.0,False,False,2026,Trump,operating_gw,44.17236400095189,63.15093953954397,89.82321427383368,39252529.0
proportional,2.0,1.0,1.0,False,False,2026,Trump,mw_per_1000_fixed_host_population,1.1253380387529142,1.608837472345896,2.288342090616216,39252529.0
proportional,2.0,1.0,1.0,False,False,2026,Trump,mw_per_1000_operating_host_population,2.90028535789831,4.1463876662818855,5.897645712422102,39252529.0
proportional,2.0,1.0,1.0,False,False,2026,Trump,operating_host_residents_millions,15.230351,15.230351,15.230351,39252529.0
proportional,2.0,1.0,1.0,False,False,2026,Trump,operating_project_count,64.0,64.0,64.0,39252529.0
proportional,2.0,1.0,1.0,False,False,2026,Trump,operating_gw_per_listed_proposal,0.0,0.0,0.0,39252529.0
proportional,2.0,1.0,1.0,False,False,2026,Harris,operating_gw,45.979703608142025,67.75307561520829,96.77862512729818,81424822.0
proportional,2.0,1.0,1.0,False,False,2026,Harris,mw_per_1000_fixed_host_population,0.5646890282196998,0.8320936288348078,1.1885641595544192,81424822.0
proportional,2.0,1.0,1.0,False,False,2026,Harris,mw_per_1000_operating_host_population,0.9154331356228314,1.348930192919684,1.9268145139991923,81424822.0
proportional,2.0,1.0,1.0,False,False,2026,Harris,operating_host_residents_millions,50.227266,50.227266,50.227266,81424822.0
proportional,2.0,1.0,1.0,False,False,2026,Harris,operating_project_count,60.0,60.0,60.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2026,Harris,operating_gw_per_listed_proposal,0.0,0.0,0.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2026,Trump/Harris,intensity_ratio,1.2315321010918,1.9394442384188137,3.120615715198461,
proportional,2.0,1.0,1.0,False,False,2028,Trump,operating_gw,62.644505182237644,88.99429314474536,124.16685042000994,39252529.0
proportional,2.0,1.0,1.0,False,False,2028,Trump,mw_per_1000_fixed_host_population,1.595935517485705,2.2672244416339478,3.1632828147202936,39252529.0
proportional,2.0,1.0,1.0,False,False,2028,Trump,mw_per_1000_operating_host_population,3.214173348340099,4.3082205074683495,5.749698920686075,39252529.0
proportional,2.0,1.0,1.0,False,False,2028,Trump,operating_host_residents_millions,17.07058965,20.5174965,25.0292104,39252529.0
proportional,2.0,1.0,1.0,False,False,2028,Trump,operating_project_count,87.0,119.0,159.0,39252529.0
proportional,2.0,1.0,1.0,False,False,2028,Trump,operating_gw_per_listed_proposal,0.0,0.00964177459363402,0.058444474702076726,39252529.0
proportional,2.0,1.0,1.0,False,False,2028,Harris,operating_gw,55.764168473006045,79.6398204019105,111.0162052052272,81424822.0
proportional,2.0,1.0,1.0,False,False,2028,Harris,mw_per_1000_fixed_host_population,0.6848546561514872,0.9780779183270492,1.363419685525713,81424822.0
proportional,2.0,1.0,1.0,False,False,2028,Harris,mw_per_1000_operating_host_population,0.9384539186730261,1.3233597600457185,1.8349865030205939,81424822.0
proportional,2.0,1.0,1.0,False,False,2028,Harris,operating_host_residents_millions,53.8429194,60.1250215,66.7988752,81424822.0
proportional,2.0,1.0,1.0,False,False,2028,Harris,operating_project_count,70.0,86.0,104.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2028,Harris,operating_gw_per_listed_proposal,0.0,0.0011647216610734788,0.025889363433711794,81424822.0
proportional,2.0,1.0,1.0,False,False,2028,Trump/Harris,intensity_ratio,1.5559432450451955,2.3247136122448726,3.5119825336988204,
proportional,2.0,1.0,1.0,False,False,2030,Trump,operating_gw,104.13886622195336,148.59749982810087,202.13846045819187,39252529.0
proportional,2.0,1.0,1.0,False,False,2030,Trump,mw_per_1000_fixed_host_population,2.6530485773783736,3.7856796393450445,5.1496926595020645,39252529.0
proportional,2.0,1.0,1.0,False,False,2030,Trump,mw_per_1000_operating_host_population,4.050869026958385,5.271966969223108,6.795326786983196,39252529.0
proportional,2.0,1.0,1.0,False,False,2030,Trump,operating_host_residents_millions,24.001955900000002,27.977835,32.4377368,39252529.0
proportional,2.0,1.0,1.0,False,False,2030,Trump,operating_project_count,159.0,194.0,222.04999999999973,39252529.0
proportional,2.0,1.0,1.0,False,False,2030,Trump,operating_gw_per_listed_proposal,0.03704742713596386,0.13746531248713684,0.3202538990834825,39252529.0
proportional,2.0,1.0,1.0,False,False,2030,Harris,operating_gw,72.13991481299878,99.73918630295046,135.33159272625034,81424822.0
proportional,2.0,1.0,1.0,False,False,2030,Harris,mw_per_1000_fixed_host_population,0.8859695734182724,1.2249236025710988,1.6620434580286876,81424822.0
proportional,2.0,1.0,1.0,False,False,2030,Harris,mw_per_1000_operating_host_population,1.0557560947422169,1.4281716529864545,1.9170813755918905,81424822.0
proportional,2.0,1.0,1.0,False,False,2030,Harris,operating_host_residents_millions,65.15012755000001,70.14373599999999,73.98828465,81424822.0
proportional,2.0,1.0,1.0,False,False,2030,Harris,operating_project_count,102.0,117.0,128.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2030,Harris,operating_gw_per_listed_proposal,0.006811326982207953,0.04736850282254404,0.14606164018243273,81424822.0
proportional,2.0,1.0,1.0,False,False,2030,Trump/Harris,intensity_ratio,2.1491732542077093,3.073098499211655,4.298805394213691,
proportional,2.0,1.0,1.0,False,False,2032,Trump,operating_gw,147.05730732192492,200.75585373776013,260.5145002056687,39252529.0
proportional,2.0,1.0,1.0,False,False,2032,Trump,mw_per_1000_fixed_host_population,3.7464415941689997,5.11446928012613,6.636884471970422,39252529.0
proportional,2.0,1.0,1.0,False,False,2032,Trump,mw_per_1000_operating_host_population,4.996084427484647,6.494145499731243,8.30205158098641,39252529.0
proportional,2.0,1.0,1.0,False,False,2032,Trump,operating_host_residents_millions,27.29612135,30.663486,34.4321468,39252529.0
proportional,2.0,1.0,1.0,False,False,2032,Trump,operating_project_count,193.0,220.0,240.0,39252529.0
proportional,2.0,1.0,1.0,False,False,2032,Trump,operating_gw_per_listed_proposal,0.13521037258367496,0.32268836794661404,0.5835039728889053,39252529.0
proportional,2.0,1.0,1.0,False,False,2032,Harris,operating_gw,86.24239652270629,115.57952860553694,153.37604504368727,81424822.0
proportional,2.0,1.0,1.0,False,False,2032,Harris,mw_per_1000_fixed_host_population,1.0591659202240107,1.4194630797662278,1.88365219937094,81424822.0
proportional,2.0,1.0,1.0,False,False,2032,Harris,mw_per_1000_operating_host_population,1.198716169899507,1.5963995975215757,2.111749437961518,81424822.0
proportional,2.0,1.0,1.0,False,False,2032,Harris,operating_host_residents_millions,69.0870961,72.4910665,75.53622895000001,81424822.0
proportional,2.0,1.0,1.0,False,False,2032,Harris,operating_project_count,116.0,126.0,134.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2032,Harris,operating_gw_per_listed_proposal,0.03652179753376369,0.11727831473569328,0.2635311656623176,81424822.0
proportional,2.0,1.0,1.0,False,False,2032,Trump/Harris,intensity_ratio,2.5980117965665483,3.5894653971743686,4.839722319700675,
proportional,2.0,1.0,1.0,False,False,2034,Trump,operating_gw,182.8014155529454,238.2916651554679,297.62040935755283,39252529.0
proportional,2.0,1.0,1.0,False,False,2034,Trump,mw_per_1000_fixed_host_population,4.6570608368430335,6.070734070547861,7.582197044107728,39252529.0
proportional,2.0,1.0,1.0,False,False,2034,Trump,mw_per_1000_operating_host_population,5.897770675041141,7.492086117308556,9.367276939498717,39252529.0
proportional,2.0,1.0,1.0,False,False,2034,Trump,operating_host_residents_millions,28.493056799999998,31.6250485,35.136278399999995,39252529.0
proportional,2.0,1.0,1.0,False,False,2034,Trump,operating_project_count,207.0,229.0,245.0,39252529.0
proportional,2.0,1.0,1.0,False,False,2034,Trump,operating_gw_per_listed_proposal,0.2430854375642403,0.4844317594270461,0.7768089209610366,39252529.0
proportional,2.0,1.0,1.0,False,False,2034,Harris,operating_gw,95.41435053358869,125.51959594918556,164.4754210185485,81424822.0
proportional,2.0,1.0,1.0,False,False,2034,Harris,mw_per_1000_fixed_host_population,1.1718091386627623,1.5415397033251796,2.0199666020583806,81424822.0
proportional,2.0,1.0,1.0,False,False,2034,Harris,mw_per_1000_operating_host_population,1.3127866330570324,1.7158571317036015,2.241106163797015,81424822.0
proportional,2.0,1.0,1.0,False,False,2034,Harris,operating_host_residents_millions,69.9965354,73.1312515,76.05041159999999,81424822.0
proportional,2.0,1.0,1.0,False,False,2034,Harris,operating_project_count,120.0,128.0,136.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2034,Harris,operating_gw_per_listed_proposal,0.06818267630290688,0.1720055570841308,0.3443779194342722,81424822.0
proportional,2.0,1.0,1.0,False,False,2034,Trump/Harris,intensity_ratio,2.90772152769007,3.9298264248739216,5.247825107376228,
proportional,2.0,1.0,1.0,False,False,2036,Trump,operating_gw,208.7131280525939,262.48438385721397,319.6357446894391,39252529.0
proportional,2.0,1.0,1.0,False,False,2036,Trump,mw_per_1000_fixed_host_population,5.317189321803798,6.687069356912365,8.143061169114455,39252529.0
proportional,2.0,1.0,1.0,False,False,2036,Trump,mw_per_1000_operating_host_population,6.603611578770804,8.182578496926627,10.048375007255178,39252529.0
proportional,2.0,1.0,1.0,False,False,2036,Trump,operating_host_residents_millions,28.8170482,31.9642075,35.3299533,39252529.0
proportional,2.0,1.0,1.0,False,False,2036,Trump,operating_project_count,210.0,232.0,247.0,39252529.0
proportional,2.0,1.0,1.0,False,False,2036,Trump,operating_gw_per_listed_proposal,0.33351761421480697,0.6039065782201221,0.8987996337497578,39252529.0
proportional,2.0,1.0,1.0,False,False,2036,Harris,operating_gw,100.48208702325914,131.00574890829822,170.41931992721481,81424822.0
proportional,2.0,1.0,1.0,False,False,2036,Harris,mw_per_1000_fixed_host_population,1.2340473648595647,1.6089166140062088,2.0929652130798004,81424822.0
proportional,2.0,1.0,1.0,False,False,2036,Harris,mw_per_1000_operating_host_population,1.3793189299520643,1.7858056587348392,2.3164080000088143,81424822.0
proportional,2.0,1.0,1.0,False,False,2036,Harris,operating_host_residents_millions,70.3171985,73.3601385,76.23700439999999,81424822.0
proportional,2.0,1.0,1.0,False,False,2036,Harris,operating_project_count,121.0,129.0,137.0,81424822.0
proportional,2.0,1.0,1.0,False,False,2036,Harris,operating_gw_per_listed_proposal,0.08871643541130844,0.2040031676756499,0.39697493255295785,81424822.0
proportional,2.0,1.0,1.0,False,False,2036,Trump/Harris,intensity_ratio,3.1034129264815067,4.14834417939245,5.490865482934994,
proportional,1.0,0.75,1.0,False,False,2026,Trump,operating_gw,25.97649389109591,35.484284395348205,48.71409236362862,39252529.0
proportional,1.0,0.75,1.0,False,False,2026,Trump,mw_per_1000_fixed_host_population,0.6617788599327171,0.9039999536169556,1.2410434080216495,39252529.0
proportional,1.0,0.75,1.0,False,False,2026,Trump,mw_per_1000_operating_host_population,1.7055742110668308,2.329840224650647,3.198487832856159,39252529.0
proportional,1.0,0.75,1.0,False,False,2026,Trump,operating_host_residents_millions,15.230351,15.230351,15.230351,39252529.0
proportional,1.0,0.75,1.0,False,False,2026,Trump,operating_project_count,64.0,64.0,64.0,39252529.0
proportional,1.0,0.75,1.0,False,False,2026,Trump,operating_gw_per_listed_proposal,0.0,0.0,0.0,39252529.0
proportional,1.0,0.75,1.0,False,False,2026,Harris,operating_gw,24.502423669546353,35.4271833161306,49.91683784770873,81424822.0
proportional,1.0,0.75,1.0,False,False,2026,Harris,mw_per_1000_fixed_host_population,0.30092081342893634,0.43509070632209174,0.6130420260262738,81424822.0
proportional,1.0,0.75,1.0,False,False,2026,Harris,mw_per_1000_operating_host_population,0.4878311248226481,0.7053376808550678,0.9938195291718388,81424822.0
proportional,1.0,0.75,1.0,False,False,2026,Harris,operating_host_residents_millions,50.227266,50.227266,50.227266,81424822.0
proportional,1.0,0.75,1.0,False,False,2026,Harris,operating_project_count,60.0,60.0,60.0,81424822.0
proportional,1.0,0.75,1.0,False,False,2026,Harris,operating_gw_per_listed_proposal,0.0,0.0,0.0,81424822.0
proportional,1.0,0.75,1.0,False,False,2026,Trump/Harris,intensity_ratio,1.372810900919085,2.084887326638582,3.242908720428874,
proportional,1.0,0.75,1.0,False,False,2028,Trump,operating_gw,48.88126039656048,70.61698351264863,99.11554524271803,39252529.0
proportional,1.0,0.75,1.0,False,False,2028,Trump,mw_per_1000_fixed_host_population,1.2453021917787892,1.7990428976601391,2.5250741230639697,39252529.0
proportional,1.0,0.75,1.0,False,False,2028,Trump,mw_per_1000_operating_host_population,2.274163995630109,2.97017706195263,3.815113766305425,39252529.0
proportional,1.0,0.75,1.0,False,False,2028,Trump,operating_host_residents_millions,19.4631068,23.7505295,28.489591049999998,39252529.0
proportional,1.0,0.75,1.0,False,False,2028,Trump,operating_project_count,113.0,152.0,190.0,39252529.0
proportional,1.0,0.75,1.0,False,False,2028,Trump,operating_gw_per_listed_proposal,0.0027464156295813158,0.030780422120766694,0.10710734319010205,39252529.0
proportional,1.0,0.75,1.0,False,False,2028,Harris,operating_gw,35.38352958060046,49.18877345246493,66.81484093971304,81424822.0
proportional,1.0,0.75,1.0,False,False,2028,Harris,mw_per_1000_fixed_host_population,0.4345545831294597,0.6041004726109799,0.8205709180391334,81424822.0
proportional,1.0,0.75,1.0,False,False,2028,Harris,mw_per_1000_operating_host_population,0.5625566723003557,0.7578702989279182,1.0092052293653064,81424822.0
proportional,1.0,0.75,1.0,False,False,2028,Harris,operating_host_residents_millions,58.3507763,65.2456565,70.66741005,81424822.0
proportional,1.0,0.75,1.0,False,False,2028,Harris,operating_project_count,83.0,101.0,117.0,81424822.0
