id,name,county_winner,status,operating_mw_2030_p05,operating_mw_2030_median,operating_mw_2030_p95,mean_operating_mw_2030,probability_operating_2030
tierpoint-omaha-midlands-papillion-ne,TierPoint Omaha - Midlands Data Center,Trump,operational,41.73098202599823,431.6910747818014,3329.656590701416,893.2240128358027,1.0
a1-data-center-millville-nj,A1 Data Center Campus,Trump,cancelled,0.0,0.0,0.0,0.0,0.0
andover-hpc-development-nj,Andover HPC Data Center (former Newton Airport Site),Trump,proposed,0.0,0.0,220.26176606993988,37.6002001583596,0.2385
coreweave-kenilworth-nj,CoreWeave NEST Campus,Harris,under_construction,0.0,215.8263655889728,250.0,178.07935840006868,0.87125
cyrusone-nym1-somerset-nj,CyrusOne NYM1 (Somerset),Harris,operational,49.008513551542,413.6411685241359,3263.5359759834387,853.1637976180497,1.0
equinix-ny5-nj,Equinix NY5,Harris,operational,42.15565544191703,399.73706714201944,3053.48487461507,817.1905278226495,1.0
nebius-vineland-nj,Nebius Vineland Data Center,Trump,operational,294.4493075900377,300.0,300.0,299.11594950162004,1.0
atterix-raton-digital-hub-nm,Atterix Raton Advanced Digital Hub,Trump,proposed,0.0,0.0,50.0,8.92196317918915,0.2195
new-era-energy-digital-lea-county-data-center-nm,Lea County Data Center,Trump,proposed,0.0,0.0,2878.9106744885617,705.4574488993971,0.3185
meta-los-lunas-ai-nm,Meta Los Lunas AI Expansion,Trump,under_construction,0.0,356.6693926845578,1260.1418717607785,464.2687480462275,0.877
stargate-project-jupiter-dona-ana-nm,Stargate Project Jupiter,Harris,under_construction,0.0,546.4434805384874,1000.0,535.5536511536518,0.87975
zenith-volts-roswell-chaves-county-data-center-nm,Zenith Volts Roswell / Chaves County Data Center,Trump,permitted,0.0,354.3760037326622,1002.5018376587645,355.7523326628544,0.584
apple-reno-nv,Apple Reno Data Center (Reno Technology Park),Harris,operational,386.38540963855974,1401.838432786437,4790.3805178105995,1814.9405065709732,1.0
colovore-reno-1-storey-county-nv,Colovore Reno 1 (RN01),Trump,permitted,0.0,62.994128992738126,1057.8667092575783,237.3207676933634,0.57125
databank-las1-las-vegas-nv,DataBank LAS1,Harris,operational,37.974270027444526,408.2300113386158,3391.072842331454,848.7358999808204,1.0
edgecore-reno-campus-storey-county-nv,EdgeCore Reno Data Center Campus,Trump,under_construction,0.0,195.614289168585,216.0,158.09606260300066,0.88075
fleet-data-centers-storey-county-nv,Fleet Data Centers Storey County Campus (South Valley & Peru Ridge),Trump,under_construction,0.0,289.44156677953276,400.0,263.1319582251519,0.876
google-henderson-nv,Google Henderson Data Center,Harris,operational,35.98611858577933,146.7192967638543,573.5285145283734,206.98942717729338,1.0
manse-technology-campus-pahrump-nv,Manse Technology Campus,Trump,proposed,0.0,0.0,777.6990722011055,143.2499137271476,0.2835
microsoft-silver-springs-lyon-county-nv,Microsoft Silver Springs Data Center Campus,Trump,proposed,0.0,0.0,416.7987850060687,75.03482141572047,0.27625
microsoft-fernley-nv,Microsoft Victory Logistics District Campus,Trump,proposed,0.0,0.0,432.912139343863,81.15629259405397,0.28075
monarch-data-center-yerington-nv,Monarch Data Center,Trump,permitted,0.0,272.8339817140895,875.458459168892,291.95286895527227,0.57225
novva-tahoe-reno-storey-county-nv,Novva Tahoe Reno Data Center,Trump,operational,60.0,60.0,60.0,59.99992002110937,1.0
powerhouse-reno-storey-county-nv,PowerHouse Reno Campus,Trump,under_construction,0.0,65.0,65.0,53.16350037526844,0.8725
switch-apex-industrial-park-north-las-vegas-nv,Switch Apex Industrial Park Land Position,Harris,proposed,0.0,0.0,396.7090730485101,59.73254854461434,0.187
switch-citadel-storey-county-nv,Switch CITADEL Campus,Trump,operational,597.1982375551004,650.0,650.0,640.3463117235677,1.0
switch-edge-1-nv,Switch Edge 1,Harris,operational,40.69408712530787,396.17776788292053,3356.8377343437705,856.0538786462934,1.0
switch-las-vegas-10-nv,Switch Las Vegas 10,Harris,operational,42.595850239109936,415.45346329739687,3620.527685532652,881.7572853551426,1.0
switch-las-vegas-11-nv,Switch Las Vegas 11,Harris,operational,39.13585271905419,409.9649997654846,3352.9889532832744,886.5934160518569,1.0
switch-las-vegas-12-nv,Switch Las Vegas 12,Harris,operational,40.120611284924294,397.29679344310057,3318.133114875996,846.4531088220408,1.0
switch-las-vegas-5-nv,Switch Las Vegas 5,Harris,operational,41.68678445115785,404.1199588921837,3218.8987065611764,841.6699447191465,1.0
switch-las-vegas-7-nv,Switch Las Vegas 7,Harris,operational,42.30162162855255,399.278078335449,3039.1346620182226,829.378651066292,1.0
switch-las-vegas-9-nv,Switch Las Vegas 9,Harris,operational,40.5563887601812,383.5012685988728,3242.4821472774256,803.3370119182289,1.0
switch-tahoe-reno-1-the-citadel-campus-nv,Switch Tahoe Reno 1 (The Citadel Campus),Trump,operational,595.0660031332608,650.0,650.0,640.0868660416984,1.0
switch-tahoe-reno-2-the-citadel-campus-nv,Switch Tahoe Reno 2 (The Citadel Campus),Trump,operational,43.59836611031188,415.5714829992199,3204.3554557146745,856.2641150215929,1.0
switch-tahoe-reno-3-the-citadel-campus-nv,Switch Tahoe Reno 3 (The Citadel Campus),Trump,operational,42.77920668501473,401.2391776440087,3258.360003750918,833.913595960243,1.0
townsite-solar-2-boulder-city-nv,Townsite Solar 2 Boulder City Data Center,Harris,proposed,0.0,0.0,167.0,22.50001270817636,0.1925
tract-silver-springs-nv,Tract Silver Springs Data Center Park,Trump,proposed,0.0,0.0,873.6963650080306,185.96176415511817,0.28475
tract-virginia-highlands-storey-county-nv,Tract Virginia Highlands Technology Park,Trump,proposed,0.0,0.0,1183.8027924190055,254.16983107682856,0.279
vantage-nv1-storey-county-nv,Vantage Data Centers NV1,Trump,under_construction,0.0,201.82099989567206,224.0,161.9215246752082,0.867
9ldg-niagara-falls-ny,9LDG Niagara AI Data Center,Trump,proposed,0.0,0.0,90.22011889631553,14.500350956827138,0.22075
digital-realty-jfk10-manhattan-ny,Digital Realty JFK10 (111 Eighth Avenue),Harris,operational,41.18227419742121,411.84735085585316,3281.585072913614,850.9983506603668,1.0
niagara-digital-campus-niagara-falls-ny,Niagara Digital Campus,Trump,proposed,0.0,0.0,135.0,22.78956602776719,0.233
nccs-nydig-massena-ny,North Country Colocation Services Massena Expansion,Trump,proposed,0.0,0.0,471.71715989764704,80.58705398561852,0.24025
ranalli-lysander-ny,Ranalli Lysander Data Center,Harris,proposed,0.0,0.0,245.1488798887989,31.712473794346234,0.16925
riverview-innovation-tech-campus-tonawanda-ny,Riverview Innovation & Technology Campus,Harris,proposed,0.0,0.0,256.88743195447125,33.56920364029903,0.17825
terawulf-lansing-ny,"TeraWulf AI Data Center Campus, Lansing",Harris,proposed,0.0,0.0,218.18135335872495,23.533424004446236,0.102
5c-group-vultr-prime-ohio-springfield-oh,5C Group / Vultr Data Center (Prime Ohio),Trump,under_construction,0.0,150.0,150.0,112.75308286899808,0.8695
aws-crosby-court-franklin-county-oh,AWS Crosby Court Campus,Harris,operational,33.4975433512239,138.0737510863941,541.9176647912041,193.67870692913024,1.0
aws-jefferson-township-fayette-oh,AWS Fayette County (Jefferson Township),Trump,under_construction,0.0,217.47060682559012,1417.7378814371539,400.63900716592696,0.8715
aws-hayden-run-hilliard-oh,AWS Hayden Run Campus,Harris,operational,30.224588297657096,118.45417584360952,452.0687567263942,161.9676256210389,1.0
aws-industrial-parkway-jerome-township-oh,AWS Industrial Parkway Campus (Jerome Township),Trump,operational,41.64780283574274,166.7950135193311,655.0143210802702,233.34790954803432,1.0
aws-3180-beech-road-new-albany-oh,AWS New Albany (3180 Beech Road),Trump,operational,46.909384268609045,192.21045965315187,736.4797376388277,268.19406607397974,1.0
aws-newton-court-new-albany-oh,AWS New Albany (Newton Court),Trump,operational,42.37997166967999,176.72867089487494,700.6235127894197,252.41240810310057,1.0
aws-project-cosmos-marysville-oh,AWS Project Cosmos,Trump,under_construction,0.0,86.85763330599747,346.2644215806786,116.82571300029355,0.8755
aws-galaxy-sidney-oh,"AWS Project Galaxy — Sidney, OH",Trump,under_construction,0.0,706.4420757248815,1362.915354577964,695.7061086017036,0.8715
aws-warner-road-jerome-township-oh,AWS Warner Road Campus (Jerome Township),Trump,operational,43.8448383081971,171.16959347726143,669.5151712525853,239.99704592877237,1.0
aligned-conesville-oh,Aligned Data Centers – Conesville Industrial Park,Trump,under_construction,0.0,198.88399157358754,695.6936214905056,255.1220715506605,0.8745
aligned-pataskala-licking-oh,Aligned Data Centers — Pataskala,Trump,cancelled,0.0,0.0,0.0,0.0,0.0
aligned-chillicothe-ross-oh,Aligned HPC Campus at Former Pixelle Paper Mill (Chillicothe),Trump,proposed,0.0,0.0,652.0139093646944,115.20143304006042,0.2775
aligned-neo-01-oh,Aligned NEO-01,Trump,under_construction,0.0,96.0,96.0,76.39247498271018,0.8765
amazon-perry-township-stark-oh,Amazon Perry Township Data Center,Trump,under_construction,0.0,209.86439316118387,240.0,173.3689863428614,0.87925
bitdeer-clarington-oh,Bitdeer Clarington HPC/AI Campus,Trump,under_construction,0.0,357.56691281043544,570.0,340.4260251864803,0.87075
bitdeer-shalersville-portage-county-oh,Bitdeer Shalersville Data Center Campus,Trump,proposed,0.0,0.0,503.9413445257661,85.56385798684748,0.2285
cipher-digital-ulysses-center-township-morgan-oh,Cipher Digital Ulysses,Trump,proposed,0.0,0.0,200.0,41.62272225500424,0.30325
cologix-johnstown-oh,Cologix Johnstown AI-Ready Campus,Trump,under_construction,0.0,458.94771252336875,800.0,445.2121433642479,0.8735
cyrusone-cin2-cincinnati-oh,CyrusOne CIN2 (Cincinnati),Harris,operational,44.70783332708557,421.4261297220902,3275.4479885505953,858.7945817832632,1.0
edged-columbus-new-albany-oh,Edged Columbus,Harris,operational,11.371774126977078,44.705276581062215,175.78423655572217,62.21532547056099,1.0
google-bosc-lima-oh,Google Project BOSC (Lima),Trump,permitted,0.0,92.66184389788638,582.4314924373048,161.05485729264515,0.591
cipher-digital-hashworks-waterford-washington-oh,HashWorks Powered Land — Waterford Site,Trump,proposed,0.0,0.0,200.0,38.68704822809754,0.285
meta-middleton-township-oh,Meta Bowling Green (Project Accordion),Trump,under_construction,0.0,199.4887864174626,748.7695825010704,260.888334115249,0.88075
meta-prometheus-new-albany-oh,Meta Prometheus,Trump,under_construction,0.0,533.4247167271187,1000.0,526.8994059080258,0.87325
microsoft-heath-oh,Microsoft Heath Data Center,Trump,under_construction,0.0,196.3938987418898,733.4039385776196,258.17491500538483,0.874
microsoft-hebron-oh,Microsoft Hebron Data Center,Trump,under_construction,0.0,187.53643704019817,712.739535983854,247.07597048628202,0.86625
oregon-industrial-park-data-center-lucas-oh,Oregon Industrial Park Data Center Campus,Harris,proposed,0.0,0.0,336.8691047339804,47.15695313173414,0.1695
prologis-mila-trenton-oh,Prologis Project Mila,Trump,permitted,0.0,89.03049312667105,250.0,102.02406353283254,0.57025
stack-nal01-new-albany-oh,STACK Infrastructure NAL01 (New Albany),Harris,operational,40.88561524855836,389.4650938026192,3146.078535889629,814.040357652959,1.0
stargate-lordstown-oh,Stargate Lordstown Campus,Trump,under_construction,0.0,721.7943468507519,1376.965045891389,713.7718020042586,0.8855
vantage-oh1-new-albany-licking-county-oh,Vantage Data Centers OH1,Trump,under_construction,0.0,182.6130330098292,192.0,142.33504493110328,0.881
vantage-oh2-millersport-fairfield-oh,Vantage Data Centers OH2 (Millersport Campus),Trump,under_construction,0.0,410.5911662895529,696.0,397.21323416789227,0.871
bitdeer-whitetail-creek-trumbull-county-oh,Whitetail Creek Data Center,Trump,proposed,0.0,0.0,529.9136015215495,89.09720743651398,0.23125
oklahoma-ai-ventures-black-bear-noble-county-ok,Black Bear AI Data Center Campus,Trump,proposed,0.0,0.0,698.0806199336768,128.83848286929083,0.3185
cerebras-oklahoma-city-ok,Cerebras Oklahoma City Data Center,Trump,operational,40.588846615640946,398.1174297248736,3284.4125746573663,851.6128005941034,1.0
cloudburst-oklahoma-city-campus-ok,CloudBurst Oklahoma City Campus,Trump,proposed,0.0,0.0,200.0,26.897959079103373,0.19825
core-scientific-muskogee-ok,Core Scientific Muskogee Campus,Trump,under_construction,0.0,526.5303237729236,1000.0,518.7636757449097,0.86825
fluidstack-okmulgee-county-ok,Fluidstack Okmulgee County Data Center,Trump,proposed,0.0,0.0,567.6773946944768,101.30878400166083,0.275
google-muskogee-county-ok,Google Muskogee County Data Center Campuses,Trump,proposed,0.0,0.0,675.4131282288015,117.35757727082351,0.27125
google-pryor-ok,Google Pryor Data Center Campus (Mayes County Expansion),Trump,operational,43.669159988149374,448.2213345353848,3669.349125960661,930.5933241516891,1.0
google-stillwater-ok,Google Stillwater Data Center Campus,Trump,under_construction,0.0,314.8403125721762,1140.3566639933572,408.77601216266606,0.87075
host-digital-northeast-oklahoma-ok,Host Digital Northeast Oklahoma Data Center,Trump,operational,43.0,43.0,43.0,42.999961280922086,1.0
iren-woods-county-ok,IREN Woods County Campus,Trump,proposed,0.0,0.0,888.2655107988667,201.86510274874792,0.315
isocentric-networks-tulsa-ok,Isocentric Networks Tulsa Data Center,Trump,operational,42.12288264859739,418.3231274081335,3456.515552051051,881.0327054096524,1.0
meta-anthem-tulsa-ok,Meta Project Anthem — Tulsa,Trump,under_construction,0.0,221.06519636637236,824.2685199244498,292.45126265598986,0.87725
buckley-bros-pawhuska-ok,Pawhuska AI Data Center,Trump,proposed,0.0,0.0,10.0,2.3202025955314376,0.282
potentia-oklahoma-campus-02-inola-ok,Potentia Oklahoma Campus 02 (Inola),Trump,proposed,0.0,0.0,1067.6287224139007,233.45528379547972,0.30225
beale-project-clydesdale-tulsa-county-ok,Project Clydesdale,Trump,under_construction,0.0,344.46506545901144,1171.4209046969063,428.5579294570052,0.883
google-spring-sand-springs-ok,Project Spring (Sand Springs),Trump,proposed,0.0,0.0,843.5292888991894,158.37315449269553,0.2775
rack59-oklahoma-city-ok,RACK59 Data Center,Trump,operational,41.46525558354557,417.24724251149405,3343.2605916805264,865.9005564874931,1.0
tierpoint-oklahoma-city-ok,TierPoint Oklahoma City (OKC / OKC2),Trump,operational,39.60325876204194,406.7487828275566,3195.9065156600814,842.9917679015862,1.0
tierpoint-tulsa-state-farm-ok,TierPoint Tulsa - State Farm,Trump,operational,38.42886052260731,407.93035720889003,3281.697873184344,840.4422598428305,1.0
tulsaconnect-downtown-dc5-tulsa-ok,TulsaConnect Downtown (DC-5),Trump,operational,42.199317787812134,396.48035785051906,3251.759082465031,835.1010214223082,1.0
tulsaconnect-east-dc3-tulsa-ok,TulsaConnect East (DC-3),Trump,operational,43.280737922996416,397.22923460278776,3424.4646423085956,874.9417047505696,1.0
aligned-pdx-01-or,Aligned PDX-01,Harris,operational,19.009918014480697,74.56702245328106,262.97465467717706,100.51125095016427,1.0
aws-boardman-morrow-county-or,Amazon Boardman Exascale Data Center Campus,Trump,proposed,0.0,0.0,635.3069546237591,130.77627798246587,0.29
crane-pdx01-forest-grove-or,Crane PDX01,Harris,under_construction,0.0,76.0,76.0,61.591446455744915,0.88025
flexential-portland-hillsboro-4-pdx04-or,Flexential Portland - Hillsboro 4 (PDX04),Harris,operational,41.57843245397451,414.9166830796423,3240.646963091522,843.1001295807632,1.0
google-the-dalles-or,Google The Dalles Data Center Campus,Trump,operational,43.66475317517083,456.6330080276458,3591.0415105946695,932.5941740923706,1.0
meta-prineville-or,Meta Prineville Data Center Campus,Trump,operational,67.11989480402801,278.9483316097781,1101.7967702417902,394.2163696529546,1.0
sabey-umatilla-or,SDC Umatilla Campus,Trump,under_construction,0.0,150.0,150.0,114.10365579165176,0.87175
stack-hillsboro-or,STACK Hillsboro Campus,Harris,proposed,0.0,0.0,75.0,7.4572472686110824,0.12525
aws-cumulus-salem-township-pa,"AWS Cumulus Data Center Campus, Salem Township",Trump,under_construction,0.0,520.377378005749,960.0,512.1167360449482,0.874
aws-falls-township-pa,"Amazon Web Services Innovation Campus, Falls Township",Trump,under_construction,0.0,225.24330325313224,1462.1741109823301,413.30026549555606,0.87825
ardent-pittsburgh-mckees-rocks-pa,Ardent Data Centers Pittsburgh (McKees Rocks),Harris,operational,20.0,20.0,20.0,19.99999759033171,1.0
breaker-street-data-center-jessup-lackawanna-pa,Breaker Street Data Center Campus,Harris,proposed,0.0,0.0,392.5243919322834,61.584097746958655,0.19775
coreweave-lancaster-pa,CoreWeave Lancaster Data Center,Trump,proposed,0.0,0.0,284.4277820629344,44.16130251519797,0.2325
flexential-philadelphia-collegeville-phl01-pa,Flexential Philadelphia - Collegeville (PHL01),Harris,operational,42.69788448907572,410.4082121323137,3272.075115533227,846.6861916449969,1.0
homer-city-energy-campus-pa,Homer City Energy Campus,Trump,under_construction,0.0,1601.6150861662325,2801.904864775765,1554.7854797880823,0.872
powerhouse-pax-carlisle-pa,PAX — Pennsylvania Digital I,Trump,under_construction,0.0,653.1796763437093,1312.630238942343,647.1244355359236,0.871
panther-creek-hpc-ai-campus-nesquehoning-pa,Panther Creek HPC/AI Data Center Campus,Trump,under_construction,0.0,233.47776792353238,1608.2256114759482,431.99165081774515,0.87625
project-gravity-archbald-lackawanna-county-pa,Project Gravity,Harris,proposed,0.0,0.0,287.6250237817231,43.6302108790939,0.19125
project-hazelnut-hazle-township-pa,Project Hazelnut,Trump,proposed,0.0,0.0,969.8880673062149,155.49798097694773,0.2345
renaissance-park-upper-merion-king-of-prussia-pa,Renaissance Park and Innovation Data Center Campus,Harris,proposed,0.0,0.0,387.4785189562675,63.634775014642,0.15175
sentinel-east-whiteland-chester-county-pa,Sentinel East Whiteland Data Center,Harris,under_construction,0.0,242.13753874687745,300.0,208.2721796218505,0.87325
slate-belt-holdings-upper-mount-bethel-northampton-pa,Slate Belt Holdings Data Center Campus (Upper Mount Bethel),Trump,proposed,0.0,0.0,615.4305749033033,95.88940132491165,0.20525
allegheny-dc-springdale-cheswick-pa,Springdale Data Center (former Cheswick Generating Station),Harris,proposed,0.0,0.0,164.85973688959626,19.135773428468013,0.15675
tecfusions-keystone-connect-upper-burrell-pa,TECfusions Keystone Connect,Trump,proposed,0.0,0.0,1363.7949420861498,283.2319255324008,0.26675
talen-montour-data-center-campus-montour-county-pa,Talen Energy Montour Data Center Campus,Trump,proposed,0.0,0.0,526.7074776545825,94.68643270764285,0.2355
triboro-industrial-park-jessup-olyphant-lackawanna-county-pa,Triboro Industrial Park / Triboro Commerce Park,Harris,permitted,0.0,140.54985619498586,945.3980095515703,260.1866432042752,0.5655
wildcat-ridge-archbald-lackawanna-county-pa,Wildcat Ridge AI Data Center Campus,Harris,proposed,0.0,0.0,786.7775702938927,124.63487900653894,0.1895
ecp-york-2-energy-center-data-center-peach-bottom-york-pa,York 2 Energy Center Data Center,Trump,proposed,0.0,0.0,574.9661493695473,95.77137415192581,0.24675
hanton-city-smithfield-ri,Hanton City Business Park (data center anchor),Harris,proposed,0.0,0.0,421.181418284036,65.84374144251073,0.169
google-moncks-corner-sc,Google Berkeley County Data Center (Moncks Corner),Trump,operational,42.90567602542383,445.9437505437702,3438.1697249909566,907.7200006460592,1.0
google-ridgeville-sc,Google Ridgeville Data Center (Project Dawson),Trump,under_construction,0.0,235.14511020679333,826.9774027611521,296.6628090400241,0.87475
google-winding-woods-st-george-sc,Google Winding Woods Campus,Trump,under_construction,0.0,214.19798283022232,777.8690894962598,280.23286716133333,0.87325
meta-aiken-county-sc,Meta Aiken Data Center,Trump,under_construction,0.0,186.7352299194028,200.0,147.33788535180878,0.88075
northmark-spartanburg-sc,NorthMark Spartanburg Computing Center,Trump,under_construction,0.0,309.0479790169653,450.0,283.83554615984315,0.86425
project-boulder-colleton-county-sc,Project Boulder,Trump,proposed,0.0,0.0,740.4030860575211,125.48534686522486,0.23675
applied-digital-deuel-county-sd,Applied Digital Deuel County AI Campus,Trump,cancelled,0.0,0.0,0.0,0.0,0.0
gemini-data-center-sioux-falls-sd,Sioux Falls Technology Park (Gemini Data Center),Trump,permitted,0.0,161.86101275676592,500.0,179.57310996050273,0.5785
cielo-clarksville-tn,Cielo Montgomery County AI Campus,Trump,proposed,0.0,0.0,287.7773874982454,46.696900795395095,0.22825
xai-colossus-memphis-tn,Colossus,Harris,operational,1028.1516628768918,1177.6934919953867,1200.0,1153.0921004017878,1.0
google-montgomery-county-tn,Google Montgomery County Data Center,Trump,operational,44.72313538449482,434.77718298132584,3330.341062453045,889.4126336662673,1.0
meta-gallatin-tn,Meta Gallatin Data Center Campus,Trump,operational,179.93406604134026,703.3057897493354,2749.2998374626372,998.1593679066615,1.0
aligned-dfw-01-tx,Aligned DFW-01,Trump,operational,42.79629630741363,414.583124531987,3064.8099625072787,833.7052173889386,1.0
aligned-dfw-03-tx,Aligned DFW-03,Trump,operational,18.346752669359514,72.13105114682156,263.4649148312603,98.85487905792164,1.0
aligned-project-caprock-hale-county-tx,Aligned Data Centers Project Caprock,Trump,under_construction,0.0,353.9022535368575,540.0,334.234671151729,0.87825
blockchain-digital-infrastructure-collin-county-tx,BlockchAIn Collin County AI GPU Hosting Site,Trump,under_construction,0.0,231.94643167792412,1533.8671440828525,426.06515415785736,0.875
blockchain-digital-infrastructure-reeves-county-tx,BlockchAIn Reeves County AI GPU Hosting Site,Trump,proposed,0.0,0.0,630.2315361267572,114.66290584524427,0.28575
cipher-barber-lake-colorado-city-tx,Cipher Barber Lake Campus,Trump,under_construction,0.0,247.727567957991,300.0,211.24814192712734,0.87575
cipher-black-pearl-wink-tx,Cipher Black Pearl Campus,Trump,under_construction,0.0,243.2496266824993,300.0,207.99681152670814,0.87125
cleanspark-austin-county-tx,CleanSpark Austin County AI Data Center Campus,Trump,proposed,0.0,0.0,285.0,57.94887595553587,0.3245
cleanspark-brazoria-county-tx,CleanSpark Brazoria County (Second Texas) Campus,Trump,proposed,0.0,0.0,278.8795733437757,44.61537743458962,0.24
cloudburst-san-marcos-tx,CloudBurst San Marcos GigaCenter,Harris,under_construction,0.0,600.1470321504722,1200.0,594.5370600613933,0.86925
comanche-circle-sailfish-hood-county-tx,Comanche Circle,Trump,proposed,0.0,0.0,1084.2052717237746,255.64659833373196,0.33
core-scientific-austin-tx,Core Scientific Austin Data Center (Austin 1),Harris,operational,200.0,200.0,200.0,199.7954682166048,1.0
core-scientific-denton-tx,Core Scientific Denton Data Center (Denton 1),Trump,under_construction,0.0,225.59506056532484,260.0,186.01948610639099,0.88075
core-scientific-pecos-tx,Core Scientific Pecos AI Campus,Trump,under_construction,0.0,720.128923662626,1395.9195278459288,710.3333698054931,0.87125
crusoe-blue-energy-victoria-tx,Crusoe Victoria AI Factory,Trump,proposed,0.0,0.0,855.7773216694424,178.03656133128447,0.28275
cyrusone-dfw3-dfw5-allen-tx,CyrusOne DFW3-DFW5 (Allen),Trump,operational,50.0,50.0,50.0,49.99956903097288,1.0
cyrusone-sat2-sat4-san-antonio-tx,CyrusOne SAT2-SAT4 (San Antonio),Harris,operational,42.79560936754779,407.02550967019727,3327.8342790211505,863.6767302347137,1.0
data-city-energy-abundance-laredo-tx,"Data City, Texas",Trump,proposed,0.0,0.0,1925.85889996988,324.4759600854324,0.20375
edged-dallas-irving-tx,Edged Dallas (Irving),Harris,operational,39.7324553395069,400.0922703479898,3387.005840686868,865.6724979042754,1.0
flexential-dallas-plano-tx,Flexential Dallas - Plano,Trump,operational,39.550703221359896,405.388299846776,3379.031103130049,879.3589413118758,1.0
fluidstack-abernathy-tx,Fluidstack Abernathy AI Campus,Trump,under_construction,0.0,168.0,168.0,126.25137111722863,0.87125
fort-spunky-pacifico-energy-hood-county-tx,Fort Spunky,Trump,proposed,0.0,0.0,100.0,25.104549908687847,0.32925
gw-ranch-pacifico-energy-pecos-county-tx,GW Ranch,Trump,proposed,0.0,0.0,3116.4065123773526,690.686336796991,0.283
galaxy-helios-dickens-county-tx,Galaxy Helios Data Center Campus,Trump,under_construction,0.0,754.1841279728109,1474.0845981762686,739.2973040641949,0.8635
google-armstrong-county-tx,Goodnight Campus,Trump,under_construction,0.0,507.24137422536046,933.0,500.03555820463464,0.87975
google-haskell-county-tx,Google Haskell County Data Center Campus,Trump,under_construction,0.0,250.02608256509168,1584.599209553027,451.8221720634678,0.88375
google-meitner-pampa-tx,Google Meitner Energy Center,Trump,under_construction,0.0,243.88396222609745,1572.7858434152304,439.3514431562983,0.87075
google-red-oak-tx,Google Red Oak Campus,Trump,operational,67.44951245269603,291.4630629975351,1101.8640488751123,403.68554523022146,1.0
google-wilbarger-vernon-tx,Google Wilbarger County Campus,Trump,under_construction,0.0,250.1070667647856,1495.001222543842,435.73632213588803,0.8765
galaxy-helios-dickens-tx,Helios (Galaxy Digital / CoreWeave),Trump,operational,710.883458205775,800.0,800.0,782.0095297011298,1.0
hut8-beacon-point-robstown-tx,Hut 8 Beacon Point AI Campus,Trump,under_construction,0.0,267.08189869508647,352.0,236.04683689857654,0.86775
iren-horizon-childress-tx,"IREN Horizon — Childress, TX",Trump,under_construction,0.0,444.6927852886306,750.0,429.1399814517404,0.87575
iren-sweetwater-tx,IREN Sweetwater Campus,Trump,under_construction,0.0,876.0623518934453,1651.452253716175,863.7113770496626,0.87375
lambda-aligned-plano-tx,Lambda Plano AI Data Center (Aligned DFW-04),Trump,under_construction,0.0,100.0,100.0,79.10770859446335,0.873
lancium-crusoe-abilene-tx,Lancium Clean Campus (Crusoe / Stargate Site 1),Trump,operational,1030.297320095017,1180.7286969368897,1200.0,1155.663375758603,1.0
msb-matrix-center-sulphur-springs-tx,Matrix Data Center Campus (The Matrix Center),Trump,under_construction,0.0,1194.3777868039829,2176.584370071739,1175.58787659271,0.88175
meta-el-paso-tx,Meta El Paso AI Data Center Campus,Harris,under_construction,0.0,532.1981638582229,1000.0,522.389084781023,0.865
meta-fort-worth-tx,Meta Fort Worth Data Center,Trump,operational,60.05761206114302,240.24076430692185,1010.3501393516399,347.11690550864364,1.0
meta-temple-tx,Meta Temple Data Center,Trump,operational,100.79306018148307,403.9664411449061,1546.9741354990385,556.5118208876831,1.0
microsoft-pecos-tx,Microsoft Pecos Data Center Campus,Trump,proposed,0.0,0.0,1055.3990148906637,211.12557702748794,0.266
microsoft-san-antonio-expansion-tx,Microsoft San Antonio SAT89/SAT90 Data Centers,Trump,under_construction,0.0,211.33149391008845,1397.4414692013554,404.104025241293,0.874
nexus-hubbard-campus-hill-county-tx,Nexus Hubbard Data Center & Power Campus,Trump,under_construction,0.0,390.31820161059795,612.0,369.22862767110666,0.873
poolside-project-horizon-pecos-county-tx,Poolside Project Horizon AI Campus,Trump,proposed,0.0,0.0,1012.3958199567933,221.70569558719797,0.2925
powerhouse-uhland-caldwell-county-tx,PowerHouse Caldwell County Data Center,Trump,proposed,0.0,0.0,1671.562661485216,308.9143545676766,0.23
powerhouse-provident-grand-prairie-tx,PowerHouse Grand Prairie Campus,Trump,under_construction,0.0,801.6965402934337,1535.4427014170005,793.3836421843873,0.876
prime-dfw01-01-tx,Prime DFW01-01,Harris,operational,42.383349201843544,409.26563815379035,3429.2660780360507,862.7830232050331,1.0
rcm-hill-project-aquila-hill-county-tx,Project Aquila,Trump,proposed,0.0,0.0,768.6450206476311,170.9537006898325,0.3205
ampz-project-lufkin-tx,Project Lufkin,Trump,proposed,0.0,0.0,1108.52648834384,243.81521654123046,0.301
fermi-matador-amarillo-tx,Project Matador,Trump,under_construction,0.0,1212.1416570999122,3316.9522134260906,1359.750706322156,0.873
rowan-temple-tx,Rowan Project Temple,Trump,under_construction,0.0,238.6937153768173,300.0,206.04092246026173,0.8645
serverfarm-houston-hou-tx,Serverfarm Houston AI Campus (HOU1 / HOU2),Harris,proposed,0.0,0.0,353.4361422868257,49.93821523488919,0.18125
skybox-houston-one-tx,Skybox Houston One,Harris,operational,14.865435261848726,55.71869524712336,224.02478752441897,79.56408724015431,1.0
