id,name,operator,status,state,county_raw,county_geocoded,city,lat,lon,mw,acres,investment,announced,jurisdiction,matched_county_fips,matched_county_name,matched_state,trump_votes,harris_votes,total_votes,trump_pct,harris_pct,margin_pct,county_winner
microsoft-san-antonio-expansion-tx,Microsoft San Antonio SAT89/SAT90 Data Centers,Microsoft,under_construction,TX,Medina,Medina County,Castroville,29.35,-98.88,,,765000000.0,2025-05,city,48325,Medina County,TX,17464,6950,24617,70.94284437583784,28.232522240727953,42.710322135109884,Trump
nexus-hubbard-campus-hill-county-tx,Nexus Hubbard Data Center & Power Campus,Nexus Data Centers,under_construction,TX,Hill,Hill County,Hubbard,31.824,-96.7762,612.0,2000.0,,,uninc,48217,Hill County,TX,13669,2919,16706,81.8209026696995,17.472764276307913,64.3481383933916,Trump
poolside-project-horizon-pecos-county-tx,Poolside Project Horizon AI Campus,Poolside AI,proposed,TX,Pecos,Pecos County,,30.8938,-102.8796,2000.0,568.0,,,city,48371,Pecos County,TX,3042,1144,4233,71.86392629340894,27.025750059059767,44.83817623434916,Trump
powerhouse-uhland-caldwell-county-tx,PowerHouse Caldwell County Data Center,PowerHouse Data Centers,proposed,TX,Caldwell,Caldwell County,Uhland,29.87,-97.85,4000.0,500.0,,,city,48055,Caldwell County,TX,8880,6618,15693,56.58573886446187,42.171668896960426,14.414069967501433,Trump
powerhouse-provident-grand-prairie-tx,PowerHouse Grand Prairie Campus,PowerHouse Data Centers,under_construction,TX,Ellis,Dallas County,Grand Prairie,32.62,-97.02,1800.0,,,,city,48139,Ellis County,TX,64763,33850,99557,65.05117671283787,34.00062275882158,31.05055395401629,Trump
prime-dfw01-01-tx,Prime DFW01-01,Prime Data Centers,operational,TX,Dallas,Dallas County,Dallas,32.838,-96.8784,,,,,city,48113,Dallas County,TX,322569,511118,849872,37.95500969557769,60.140585876461394,-22.18557618088371,Harris
rcm-hill-project-aquila-hill-county-tx,Project Aquila,"RCM Hill, LLC",proposed,TX,Hill,Hill County,,32.03,-97.13,1235.0,800.0,,,uninc,48217,Hill County,TX,13669,2919,16706,81.8209026696995,17.472764276307913,64.3481383933916,Trump
ampz-project-lufkin-tx,Project Lufkin,Amp Z (AmpZ Champion Data Center Holdings),proposed,TX,Angelina,Angelina County,Lufkin,31.3229,-94.729,2100.0,1000.0,,,city,48005,Angelina County,TX,26049,8146,34422,75.67544012550114,23.66509790250421,52.01034222299692,Trump
fermi-matador-amarillo-tx,Project Matador,Fermi America,under_construction,TX,Carson,Carson County,Amarillo,35.396,-101.543,,5769.0,,2025,uninc,48065,Carson County,TX,2866,290,3177,90.21089077746302,9.128108278249922,81.0827824992131,Trump
rowan-temple-tx,Rowan Project Temple,Rowan Digital Infrastructure,under_construction,TX,Bell,Bell County,Temple,31.0982,-97.3428,300.0,700.0,700000000.0,2026,city,48027,Bell County,TX,75161,53973,130662,57.52322787038313,41.30734260917482,16.215885261208307,Trump
serverfarm-houston-hou-tx,Serverfarm Houston AI Campus (HOU1 / HOU2),Serverfarm,proposed,TX,Harris,Harris County,Houston,29.7867,-95.3899,500.0,250.0,,2024,city,48201,Harris County,TX,722695,808771,1557484,46.40143975796862,51.92804548874981,-5.526605730781183,Harris
skybox-houston-one-tx,Skybox Houston One,Skybox Datacenters,operational,TX,Harris,Harris County,Katy,29.8029,-95.7553,,20.0,,,city,48201,Harris County,TX,722695,808771,1557484,46.40143975796862,51.92804548874981,-5.526605730781183,Harris
soluna-project-grace-silverton-tx,Soluna Project Grace,Soluna Holdings,under_construction,TX,Briscoe,Briscoe County,Silverton,34.4692,-101.3082,2.0,,,,city,48045,Briscoe County,TX,666,72,745,89.39597315436242,9.664429530201343,79.73154362416108,Trump
soluna-project-kati-willacy-tx,Soluna Project Kati,Soluna Holdings,under_construction,TX,Willacy,Willacy County,Raymondville,26.4804,-97.7836,166.0,,,2025-09,city,48489,Willacy County,TX,2856,2673,5563,51.33920546467733,48.04961351788603,3.2895919467912997,Trump
stargate-abilene-tx,Stargate Abilene,OpenAI / Oracle / Crusoe,under_construction,TX,Taylor,Taylor County,Abilene,32.4487,-99.7331,1200.0,800.0,3500000000.0,2025-01-21,city,48441,Taylor County,TX,41198,13624,55417,74.34180847032499,24.584513777360737,49.75729469296425,Trump
stargate-milam-county-tx,Stargate Milam County Campus,OpenAI / SoftBank (SB Energy),under_construction,TX,Milam,Milam County,,30.852,-96.972,1200.0,595.0,470000000.0,2025-09-23,city,48331,Milam County,TX,8691,2331,11098,78.31140746080375,21.00378446566949,57.30762299513425,Trump
switch-the-rock-round-rock-tx,Switch: The Rock (Round Rock),Switch,under_construction,TX,Williamson,Williamson County,Round Rock,30.488,-97.6725,185.0,,,,city,48491,Williamson County,TX,155310,147766,308469,50.34865740155413,47.9030307745673,2.4456266269868285,Trump
tesla-cortex-2-giga-texas-austin-tx,Tesla Cortex 2.0 AI Training Cluster (Giga Texas),Tesla,under_construction,TX,Travis,Travis County,Austin,30.2223,-97.6171,500.0,,,,uninc,48453,Travis County,TX,170787,398981,581276,29.38139541285035,68.63882217741659,-39.257426764566226,Harris
tcdc-ector-county-tx,Texas Critical Data Centers (TCDC),Sharon AI + New Era Energy & Digital (joint venture),proposed,TX,Ector,Ector County,,31.87,-102.54,250.0,438.0,,,uninc,48135,Ector County,TX,32429,9881,42615,76.09761820955063,23.186671359849818,52.910946849700814,Trump
tract-caldwell-valley-uhland-tx,Tract Caldwell Valley Technology Park,Tract,proposed,TX,Caldwell,Caldwell County,Uhland,29.9499,-97.7889,2000.0,1515.0,,2025-05,city,48055,Caldwell County,TX,8880,6618,15693,56.58573886446187,42.171668896960426,14.414069967501433,Trump
vantage-frontier-shackelford-county-tx,Vantage Frontier Campus,Vantage Data Centers,under_construction,TX,Shackelford,Shackelford County,,32.7272,-99.2987,1400.0,1200.0,,2025,city,48417,Shackelford County,TX,1565,146,1728,90.56712962962963,8.449074074074074,82.11805555555556,Trump
creekstone-delta-ut,Creekstone Energy Delta Gigasite,Creekstone Energy,under_construction,UT,Millard,Millard County,Delta,39.3527,-112.5777,10000.0,1143.0,17000000000.0,2025-12,city,49027,Millard County,UT,5558,713,6387,87.02051041177391,11.163300454047285,75.85720995772664,Trump
cyrusone-dugway-proving-ground-tooele-county-ut,CyrusOne Dugway Proving Ground Data Center,CyrusOne,proposed,UT,Tooele,Tooele County,,40.2,-112.93,,1201.0,2000000000.0,,uninc,49045,Tooele County,UT,23484,9560,34006,69.05840145856614,28.112685996588837,40.9457154619773,Trump
joule-millard-county-ut,Joule Energy and Data Center Campus,Joule Capital Partners,under_construction,UT,Millard,Millard County,Holden,39.1072,-112.165,4000.0,4000.0,,2025-10,uninc,49027,Millard County,UT,5558,713,6387,87.02051041177391,11.163300454047285,75.85720995772664,Trump
meta-eagle-mountain-ut,Meta Eagle Mountain Data Center Campus,Meta,operational,UT,Utah,Utah County,Eagle Mountain,40.3138,-111.9697,,500.0,1500000000.0,2018,city,49049,Utah County,UT,203476,84937,298143,68.24778713570335,28.488678251711423,39.759108883991914,Trump
qts-eagle-mountain-ut,QTS Eagle Mountain Data Center Campus,QTS Data Centers,under_construction,UT,Utah,Utah County,Eagle Mountain,40.3155,-111.9847,200.0,193.0,6000000000.0,2023,city,49049,Utah County,UT,203476,84937,298143,68.24778713570335,28.488678251711423,39.759108883991914,Trump
stratos-box-elder-ut,Stratos AI Data Center Campus,O'Leary Digital,proposed,UT,Box Elder,Box Elder County,Lucin,41.5,-113.5,9000.0,40000.0,,2026-04,uninc,49003,Box Elder County,UT,22853,5274,28920,79.02143845089903,18.236514522821576,60.78492392807745,Trump
aws-mattermeade-caroline-va,AWS Mattermeade Tech Campus,Amazon Web Services,proposed,VA,Caroline,Caroline County,Bowling Green,38.044,-77.3527,770.0,1143.0,,2025,city,51033,Caroline County,VA,9511,7957,17698,53.74053565374619,44.95988247259577,8.780653181150413,Trump
aligned-iad-01-va,Aligned IAD-01,Aligned Data Centers,operational,VA,Loudoun,Loudoun County,Ashburn,39.0136,-77.4706,,,,,uninc,51107,Loudoun County,VA,92107,129280,229692,40.100221165734986,56.28406735976873,-16.183846194033748,Harris
aligned-iad-03-va,Aligned IAD-03,Aligned Data Centers,operational,VA,Loudoun,Loudoun County,Ashburn,38.9886,-77.4408,,,,,uninc,51107,Loudoun County,VA,92107,129280,229692,40.100221165734986,56.28406735976873,-16.183846194033748,Harris
amazon-devlin-tech-park-va,Amazon Devlin Technology Park,Amazon Web Services,permitted,VA,Prince William,Prince William County,Bristow,38.724,-77.558,,188.5,700000000.0,2025-11,uninc,51153,Prince William County,VA,90203,131128,228712,39.439557172339015,57.33324005736472,-17.893682885025708,Harris
powerhouse-chirisa-chester-va,Chirisa Technology Park — Richmond (Chester),PowerHouse Data Centers,under_construction,VA,Chesterfield,Chesterfield County,Chester,37.3554,-77.4416,120.0,,,,uninc,51041,Chesterfield County,VA,94030,112869,210628,44.642687581897945,53.58689253090757,-8.944204949009627,Harris
cleanarc-ruther-glen-va,CleanArc VA1,CleanArc Data Centers,under_construction,VA,Caroline,Caroline County,Ruther Glen,37.9374,-77.4837,900.0,,3000000000.0,2025-11,uninc,51033,Caroline County,VA,9511,7957,17698,53.74053565374619,44.95988247259577,8.780653181150413,Trump
cloudhq-manassas-mcc-va,CloudHQ Manassas MCC Campus,CloudHQ,under_construction,VA,Prince William,Prince William County,Manassas,38.7196,-77.4982,382.0,100.0,,2024,uninc,51153,Prince William County,VA,90203,131128,228712,39.439557172339015,57.33324005736472,-17.893682885025708,Harris
coresite-va1-reston-va-va,"CoreSite VA1 - Reston, VA",CoreSite,operational,VA,Fairfax,Fairfax County,Reston,38.9506,-77.3645,,,,,uninc,51059,Fairfax County,VA,181895,386438,589427,30.85963147259966,65.56163867620587,-34.702007203606215,Harris
coresite-va3-reston-va-va,"CoreSite VA3 - Reston, VA",CoreSite,operational,VA,Fairfax,Fairfax County,Reston,38.9483,-77.3724,,,,,uninc,51059,Fairfax County,VA,181895,386438,589427,30.85963147259966,65.56163867620587,-34.702007203606215,Harris
culpeper-brandy-station-va,Culpeper Acquisitions Brandy Station Campus (denied),Culpeper Acquisitions LLC,cancelled,VA,Culpeper,Culpeper County,Brandy Station,38.5095,-77.8863,,,,2024,uninc,51047,Culpeper County,VA,17685,10557,28679,61.66533003242791,36.81090693538827,24.854423097039646,Trump
dc-blox-henrico-county-va,DC Blox Henrico County Campus (withdrawn),DC BLOX,cancelled,VA,Henrico,Richmond city,,37.5532,-77.4543,50.0,,,2024,city,51087,Henrico County,VA,62882,115040,181489,34.64782989602676,63.38676173211599,-28.738931836089236,Harris
edgecore-shannon-hill-louisa-va,EdgeCore Shannon Hill Data Center Campus,EdgeCore Digital Infrastructure,proposed,VA,Louisa,Goochland County,,37.836,-77.988,1100.0,697.0,17000000000.0,2025-06-24,uninc,51109,Louisa County,VA,15084,8779,24144,62.47514910536779,36.36100066269052,26.11414844267727,Trump
equinix-ashburn-va,Equinix Ashburn Campus (DC1–DC15),Equinix,operational,VA,Loudoun,Loudoun County,Ashburn,39.0437,-77.4875,,,,1999,uninc,51107,Loudoun County,VA,92107,129280,229692,40.100221165734986,56.28406735976873,-16.183846194033748,Harris
corscale-gainesville-crossing-va,Gainesville Crossing Digital Campus (GCDC),Corscale Data Centers (Patrinely / USAA Real Estate),under_construction,VA,Prince William,Prince William County,Gainesville,38.78,-77.62,300.0,130.0,,,uninc,51153,Prince William County,VA,90203,131128,228712,39.439557172339015,57.33324005736472,-17.893682885025708,Harris
google-arcola-loudoun-va,Google Arcola Data Center (Loudoun County),Google,operational,VA,Loudoun,Loudoun County,Sterling,38.9432,-77.5253,,91.0,,2017,uninc,51107,Loudoun County,VA,92107,129280,229692,40.100221165734986,56.28406735976873,-16.183846194033748,Harris
google-loch-midlothian-va,Google Project Loch,Google,permitted,VA,Chesterfield,Chesterfield County,Midlothian,37.454,-77.71,,340.0,,2025-08-28,uninc,51041,Chesterfield County,VA,94030,112869,210628,44.642687581897945,53.58689253090757,-8.944204949009627,Harris
iron-mountain-white-oak-henrico-va,Iron Mountain White Oak Technology Park Campus,Iron Mountain,proposed,VA,Henrico,Richmond city,Henrico,37.556,-77.427,200.0,66.0,1000000000.0,2024-11,city,51087,Henrico County,VA,62882,115040,181489,34.64782989602676,63.38676173211599,-28.738931836089236,Harris
microsoft-bristow-mnz03-va,Microsoft Bristow Data Center Campus (MNZ03),Microsoft,operational,VA,Prince William,Prince William County,Bristow,38.728,-77.56,,83.0,,2021,uninc,51153,Prince William County,VA,90203,131128,228712,39.439557172339015,57.33324005736472,-17.893682885025708,Harris
tract-mountain-road-technology-park-hanover-va,Mountain Road Technology Park,Tract,cancelled,VA,Hanover,Hanover County,,37.6935,-77.5363,900.0,427.0,,2025-10,uninc,51085,Hanover County,VA,45569,26733,73404,62.07972317584872,36.418996239986924,25.660726935861806,Trump
powerhouse-95-spotsylvania-va,PowerHouse 95,PowerHouse Data Centers,under_construction,VA,Spotsylvania,Spotsylvania County,Spotsylvania,38.17,-77.66,800.0,145.0,,2024,uninc,51177,Spotsylvania County,VA,42531,35747,79514,53.48869381492567,44.956862942374926,8.531830872550746,Trump
powerhouse-ctp-02-va,PowerHouse CTP-02,PowerHouse Data Centers,under_construction,VA,Chesterfield,Chesterfield County,Chester,37.3606,-77.3257,50.0,,,,uninc,51041,Chesterfield County,VA,94030,112869,210628,44.642687581897945,53.58689253090757,-8.944204949009627,Harris
prince-william-digital-gateway-va,Prince William Digital Gateway,QTS / Compass Datacenters,cancelled,VA,Prince William,Prince William County,Gainesville,38.8,-77.68,,2100.0,,2021,uninc,51153,Prince William County,VA,90203,131128,228712,39.439557172339015,57.33324005736472,-17.893682885025708,Harris
qts-white-oak-technology-park-ii-henrico-va,QTS White Oak Technology Park II (RIC5),QTS Data Centers,permitted,VA,Henrico,Henrico County,Sandston,37.49,-77.27,,622.0,,2024-03,uninc,51087,Henrico County,VA,62882,115040,181489,34.64782989602676,63.38676173211599,-28.738931836089236,Harris
stack-nova-loudoun-va,STACK NVA Loudoun 144MW Hyperscale Campus,STACK Infrastructure,permitted,VA,Loudoun,Loudoun County,Ashburn,39.04,-77.49,144.0,122.0,,2025-02,uninc,51107,Loudoun County,VA,92107,129280,229692,40.100221165734986,56.28406735976873,-16.183846194033748,Harris
sabey-intergate-ashburn-building-a-va,Sabey Intergate.Ashburn (Building A),Sabey Data Centers,under_construction,VA,Loudoun,Loudoun County,Ashburn,39.0145,-77.48,54.0,,,,uninc,51107,Loudoun County,VA,92107,129280,229692,40.100221165734986,56.28406735976873,-16.183846194033748,Harris
solis-arx-progress-park-wythe-va,Solis Arx Progress Park Data Center Campus,Solis Arx,proposed,VA,Wythe,Wythe County,Max Meadows,36.958,-80.899,,,,2025-12-05,uninc,51197,Wythe County,VA,12267,3075,15475,79.2697899838449,19.87075928917609,59.39903069466882,Trump
tract-tuckahoe-technology-park-goochland-county-va,Tuckahoe Technology Park,Tract,proposed,VA,Goochland,Goochland County,,37.68,-77.68,900.0,872.0,3000000000.0,,uninc,51075,Goochland County,VA,11521,7875,19742,58.3578158241313,39.889575524262995,18.468240299868302,Trump
vantage-stafford-va4-va,Vantage Data Centers VA4 Stafford Campus,Vantage Data Centers,under_construction,VA,Stafford,Stafford County,,38.44,-77.44,192.0,82.0,2000000000.0,2025-11,uninc,51179,Stafford County,VA,40590,41252,83539,48.58808460718946,49.38052885478639,-0.7924442475969308,Harris
wise-innovation-hub-wise-va,Wise Innovation Hub (OASIS),Wise Innovation Hub Venture LLC,proposed,VA,Wise,Wise County,,36.99,-82.53,600.0,,,2025-12,uninc,51195,Wise County,VA,13655,3036,16812,81.2217463716393,18.05852962169879,63.16321674994052,Trump
aws-wallula-gap-walla-walla-wa,AWS Wallula Gap Campus,Amazon Web Services,proposed,WA,Walla Walla,Walla Walla County,Wallula,46.0726,-118.9135,300.0,500.0,4800000000.0,2024-10,uninc,53071,Walla Walla County,WA,15476,13106,29568,52.34036796536796,44.324945887445885,8.015422077922079,Trump
microsoft-east-wenatchee-wa,Microsoft East Wenatchee Data Center,Microsoft,operational,WA,Douglas,Douglas County,East Wenatchee,47.4078,-120.2077,180.0,340.0,,2022,uninc,53017,Douglas County,WA,13095,7410,21182,61.82135775658578,34.98253233877821,26.83882541780757,Trump
microsoft-malaga-wa,Microsoft Malaga Campus,Microsoft,under_construction,WA,Chelan,Kittitas County,Malaga,47.23,-120.2,288.0,102.5,,2023-03,uninc,53007,Chelan County,WA,22363,18397,42191,53.00419520750871,43.60408617951696,9.400109027991752,Trump
pnnl-ai-data-center-richland-wa,PNNL AI Data Center,Battelle Memorial Institute (Pacific Northwest National Laboratory),proposed,WA,Benton,Benton County,Richland,46.348,-119.279,2.0,,,,city,53005,Benton County,WA,59555,37662,100693,59.145124288679455,37.40279860566276,21.742325683016695,Trump
apricus-west-plains-spokane-wa,West Plains Large-Load Data Center,Apricus Energy Solutions,proposed,WA,Spokane,Spokane County,Spokane,47.6669,-117.4333,500.0,,,,city,53063,Spokane County,WA,145338,131163,287082,50.62595356030681,45.688339916818194,4.9376136434886195,Trump
viridian-apecs-janesville-wi,APECS Data Center Campus (Former GM Assembly Plant),Viridian Acquisitions LLC,proposed,WI,Rock,Rock County,Janesville,42.6633,-89.0206,800.0,250.0,8000000000.0,2025-11,city,55105,Rock County,WI,40218,46642,88310,45.54184124108255,52.816215604121844,-7.274374363039293,Harris
cassville-grant-county-wi,Cassville Data Center Campus (Undisclosed Developer),"Undisclosed (major tech company, NDA not signed)",cancelled,WI,Grant,Grant County,Cassville,42.7139,-90.9932,,500.0,1000000000.0,2024-12,city,55043,Grant County,WI,15922,10966,27306,58.30952904123636,40.15967186698894,18.14985717424742,Trump
dpo-wisconsin-rapids-hpc-wi,DPO Wisconsin Rapids AI Computing Facility,Digital Power Optimization,proposed,WI,Wood,Wood County,Wisconsin Rapids,44.3918,-89.8229,20.0,,200000000.0,2025-01-31,city,55141,Wood County,WI,24997,16599,42216,59.21214705324995,39.31921546333144,19.892931589918515,Trump
menomonie-data-center-wi,Menomonie Data Center Campus,Undisclosed (Balloonist LLC),proposed,WI,Dunn,Dunn County,Menomonie,44.8769,-91.9193,,324.0,,2025-07,city,55033,Dunn County,WI,14726,10643,25678,57.34870317002881,41.44793208193784,15.900771088090973,Trump
meta-beaver-dam-wi,Meta Beaver Dam Data Center Campus,Meta,under_construction,WI,Dodge,Dodge County,Beaver Dam,43.457,-88.837,220.0,,1000000000.0,2025-11,city,55027,Dodge County,WI,33067,16518,50300,65.73956262425448,32.8389662027833,32.90059642147117,Trump
microsoft-kenosha-wi,Microsoft Kenosha Data Center Campus,Microsoft,proposed,WI,Kenosha,Kenosha County,Kenosha,42.537,-87.89,,240.0,35000000.0,2025-01,city,55059,Kenosha County,WI,47478,41826,90680,52.35774150860168,46.124834583149536,6.232906925452139,Trump
microsoft-mount-pleasant-wi,Microsoft Mount Pleasant Data Center Campus,Microsoft,operational,WI,Racine,Racine County,Mount Pleasant,42.7209,-87.9023,1000.0,1575.0,3300000000.0,2025-01,city,55101,Racine County,WI,56347,49721,107686,52.32527905205876,46.17220437197036,6.153074680088405,Trump
netsonic-green-bay-wi,Netsonic Green Bay Data Center,Netsonic (Dynamic Ventures LLC),operational,WI,Brown County,Brown County,Green Bay,44.5155,-87.995,,,,,city,55009,Brown County,WI,79132,67937,149333,52.99029685334119,45.493628333991815,7.496668519349374,Trump
qts-dane-county-deforest-wi,QTS Dane County Hyperscale Campus (DeForest),QTS Data Centers,cancelled,WI,Dane,Dane County,DeForest,43.2428,-89.3401,,650.0,12000000000.0,2025-10-30,city,55025,Dane County,WI,85454,273995,365929,23.352617584285476,74.876547089736,-51.52392950545052,Harris
stargate-port-washington-wi,Stargate Lighthouse Campus,Vantage Data Centers,under_construction,WI,Ozaukee,Ozaukee County,Port Washington,43.3882,-87.8753,902.0,672.0,15000000000.0,2025,city,55089,Ozaukee County,WI,34504,27874,63472,54.36097806906982,43.91542727501891,10.44555079405092,Trump
stonebridge-pacific-columbia-county-wi,Stonebridge Pacific AI Data Center (Columbia County),Stonebridge,cancelled,WI,Columbia,Columbia County,Pacific,43.55,-89.4,,,10000000000.0,2025-10,uninc,55021,Columbia County,WI,17988,16388,34914,51.5208798762674,46.9381909835596,4.582688892707797,Trump
pch-wi-holdings-wisconsin-rapids-wood-county-wi,Wisconsin Rapids Data Center,PCH WI Holdings LLC,proposed,WI,Wood,Wood County,Wisconsin Rapids,44.39,-89.82,,209.0,,,city,55141,Wood County,WI,24997,16599,42216,59.21214705324995,39.31921546333144,19.892931589918515,Trump
penzance-bedington-berkeley-county-wv,Bedington Campus,Penzance Management,proposed,WV,Berkeley,Berkeley County,,39.5634,-77.8836,600.0,548.0,4000000000.0,2026-02,uninc,54003,Berkeley County,WV,37580,17500,56102,66.98513421981392,31.193183843713236,35.79195037610067,Trump
nscale-monarch-mason-county-wv,Monarch Compute Campus,Nscale,proposed,WV,Mason,Mason County,Point Pleasant,38.87,-82.1,2000.0,2250.0,,2026-03,uninc,54053,Mason County,WV,8232,2111,10547,78.0506305110458,20.015170190575517,58.03546032047028,Trump
meta-cheyenne-wy,Meta Cheyenne Data Center,Meta,under_construction,WY,Laramie,Laramie County,Cheyenne,41.099,-104.769,109.0,960.0,800000000.0,2024-07,city,56021,Laramie County,WY,28063,14153,43362,64.71795581384623,32.6391771597251,32.07877865412112,Trump
microsoft-cheyenne-expansion-wy,Microsoft Cheyenne Mega-Campus Expansion,Microsoft,permitted,WY,Laramie,Laramie County,Cheyenne,41.09,-104.79,,3200.0,,2026-04,city,56021,Laramie County,WY,28063,14153,43362,64.71795581384623,32.6391771597251,32.07877865412112,Trump
tallgrass-project-jade-cheyenne-wy,Project Tembo,Google,under_construction,WY,Laramie,Laramie County,Cheyenne,41.12,-104.82,2700.0,716.0,,2026-01,city,56021,Laramie County,WY,28063,14153,43362,64.71795581384623,32.6391771597251,32.07877865412112,Trump
prometheus-hyperscale-evanston-wy,Prometheus Hyperscale Atlas Industrial Park Data Center Campus,Prometheus Hyperscale,permitted,WY,Uinta,Uinta County,Evanston,41.27,-110.81,1250.0,506.0,,2026-05,uninc,56041,Uinta County,WY,7282,1561,9089,80.11882495324018,17.174606667400155,62.94421828584002,Trump
prometheus-hyperscale-casper-wy,Prometheus Hyperscale Falls Ranch Data Center Campus,Prometheus Hyperscale,proposed,WY,Converse,Natrona County,Glenrock,42.87,-106.15,1500.0,,500000000.0,2025-10,uninc,56009,Converse County,WY,5756,845,6739,85.41326606321412,12.538952366820002,72.87431369639413,Trump
related-digital-cheyenne-wy,Related Digital Cheyenne Data Center Campus,Related Digital,under_construction,WY,Laramie,Laramie County,Cheyenne,41.13,-104.735,302.0,115.0,1200000000.0,2025-10-07,city,56021,Laramie County,WY,28063,14153,43362,64.71795581384623,32.6391771597251,32.07877865412112,Trump
